title,slug,shortId,duration,shortDescription,learningObjectives,instructors_0_user,instructors_1_user,instructors_2_user
Mickey Button Tutorial Series: Checking for Residual Tube Feeds,mickey-button-tutorial-series-checking-for-residual-tube-feeds,SkUnlofROhx-,123,This video demonstrates how to check residual in a feeding tube patient. Discusses what to do if the residual is too high to feed a patient. When to hold feedings and recheck to see if you can resume tube feedings.,,5807bb3d9df3ec00126662ed,,
"Care and Cleaning of syringes, extensions, and feeding cups",care-and-cleaning-of-syringes-extensions-and-feeding-cups,SJwngozCu2lZ,139,"The video demonstrates how to properly clean and care for bolus feed syringes, extension set,  and feeding cups. Part of the Mickey Button tube series.",,5807bb3d9df3ec00126662ed,,
Reflux Valve Care,reflux-valve-care,Hk_heoM0One-,50,This video demonstrates how to perform reflux valve care. The low profile Mickey Button feeding tube patient or family needs this care done daily.,,5807bb3d9df3ec00126662ed,,
Feeding tube,feeding-tube,Hkt2goMAOhl-,1670,This video series includes:\r\n\r\nWhat is a Feeding Tube\r\n\r\nReason for a Feeding Tube\r\n\r\nHow to Perform G-tube Site Care\r\n\r\nHow to give meds through a Mic-key button\r\n\r\nHow to Administer a Bolus Feeding\r\n\r\n6) Changing a Mickey Button\r\n\r\n7) Precautions for G-tube Patients\r\n\r\n8) A Short Quiz\r\n\r\n9) CME Hours,,5807bb3d9df3ec00126662ed,,
How to bolus a feeding tube,how-to-bolus-a-feeding-tube,Syqhxiz0_2g-,535,"This video demonstrates how to perform a tube feeding using the bolus method, administer free water, and feed a patient or family member through a Mickey Button extension.",,5807bb3d9df3ec00126662ed,,
Mickey Button Tutorial Series: How to perform dressing changes and site care,mickey-button-tutorial-series-how-to-perform-dressing-changes-and-site-care,S1sngofAu2g-,137,This video demonstrates how to perform Mickey Button Site Dressing Care.,,5807bb3d9df3ec00126662ed,,
How to change a feeding tube,how-to-change-a-feeding-tube,B12nlof0d2lW,319,This video demonstrates how to remove the old Mickey button feeding tube. I will demonstrate how insert in a new Mickey button  low profile feeding tube.,,5807bb3d9df3ec00126662ed,,
How to administer a low-profile feeding tube,how-to-administer-a-low-profile-feeding-tube,BJp3ejGR_3lZ,137,This video demonstrates how to give medications through a mickey button. This is a live hands on demonstration with an actual mickey button.,,5807bb3d9df3ec00126662ed,,
This is a video,this-is-a-video,SkC3xszCu3e-,7,,[  ],57c6515c1a4f528e46bc4708,,
Pharmacokinetics: Chamberlain School Review (part 1),pharmacokinetics-chamberlain-school-review-part-1,SJ1TljGC_hxZ,4692,Dr. Syed presents pharmacokinetics for Chamberlain School students.\r\n,[  ],57c6515c1a4f528e46bc4708,,
Pharmacokinetics: Chamberlain School Review (part 2),pharmacokinetics-chamberlain-school-review-part-2,BJl6gjM0O2xW,3105,Dr. Syed presents: \r\nThe volume of distribution.\r\nElimination half-life.\r\nSteady state.\r\n,[  ],57c6515c1a4f528e46bc4708,,
Ectopic Pregnancy,ectopic-pregnancy,Byb6lsGAd3lZ,946,Dr. Sayed continues his lecture series on evaluation and management of common conditions presenting with an acute abdomen.,[  ],5907968859ecd70004fc2d4b,,
Sigmoid Volvulus,sigmoid-volvulus,H1f6esMCune-,1160,Dr. Sayed continues his lecture series on evaluation and management of common conditions presenting with an acute abdomen.,[  ],5907968859ecd70004fc2d4b,,
Variability in Electrolytes: Managing clinical conditions,variability-in-electrolytes-managing-clinical-conditions,Sy7pxozROhxb,4382,"This is an overview of the different electrolytes in the human body, the pathologies associated with imbalances of them, and how to manage them clinically.",[  ],57c651631a4f528e46bc49b6,,
Clinical Application of Cardiac Drugs/Cardiac Pharmacology,clinical-application-of-cardiac-drugscardiac-pharmacology,SkEagjGRd2xb,1649,This is an overview of the most common medications used to affect the sympathetic nervous system and their clinical applications.,[  ],57c651631a4f528e46bc49b6,,
Diagnosis and Treatment of Epilepsy,diagnosis-and-treatment-of-epilepsy,HkBpejf0dhlW,2628,"This is an overview of epilepsy, its diagnosis, treatment, and understanding of basic clinical pathologies related to seizures.",[  ],57c651631a4f528e46bc49b6,,
Pulmonary Vascular Disease,pulmonary-vascular-disease,H1ITloM0O2lW,3426,"This is a comprehensive insight into the conditions that affect and interact with the pulmonary vasculature. The lecture will focus on the areas of pulmonary edema, pulmonary embolism, and pulmonary hypertension.",[  ],5907970c59ecd70004fc2d4f,,
Geriatric Hip Fractures: A Clinical Overview and Management Discussion,geriatric-hip-fractures-a-clinical-overview-and-management-discussion,SJwTgiMC_3gW,2781,"Review of the basic anatomy, history and examination clinical pearls, and general treatment principles in evaluating patients with geriatric hip fractures.\r\n",[  ],57c651541a4f528e46bc4483,,
TEST: Free For Anyone,test-free-for-anyone,rJd6lsfCd3gb,99,,[  ],,,
TEST: Free If Registered,test-free-if-registered,B1Y6lizAO2eb,99,,[  ],,,
TEST: Purchase Only,test-purchase-only,B1cTloz0OhlW,99,,[  ],,,
TEST: Subscription Only,test-subscription-only,H1jTliMRuhlZ,99,,[  ],,,
"Surgical Interventions:  Clinical Diagnosis and Management of Post-Operative Fever ",surgical-interventions-clinical-diagnosis-and-management-of-post-operative-fever,SJ8hPEbZ-,4081,An overview of the multiple causes and treatments of post operative fever,[  ],,57c651631a4f528e46bc49b6,
Common Psychiatric Diseases: A clinical approach to diagnosing Depression and Mood Disorders,common-psychiatric-diseases-a-clinical-approach-to-diagnosing-depression-and-mood-disorders,Hy7xdyGZb,2115,"This is an overview of some of the most common disorders, how they present clinically, and how they are classified.",[  ],57c651631a4f528e46bc49b6,,
Pathogenesis of Type 1 Diabetes Mellitus,pathogenesis-of-type-1-diabetes-mellitus,H1fh-LfWb,3244,"Dr. Syed presents pathological events leading up to the type 1 diabetes mellitus (T1DM). Topics covered are:\r\n+T1DM is an autoimmune disease.\r\n+Role of genetic mutations and allele inheritance for DQ, DR3 and DR4 in the HLA region on chromosome 6p21.\r\n+Role of polymorphism in insulin, CTLA4, and other molecules.\r\n+Role of incorrect T cell training in Thymus.\r\n+Role of cytotoxic T cells in beta cell damage. Leading to insulitis.\r\n+Role of humoral/antibody response causing beta cell damage. Leading to insulitis.\r\n+Incorrect formation of MHC molecules increasing affinity for the self-antigens.\r\n+Other autoimmune diseases that may be present with T1DM.",[  ],57c6515c1a4f528e46bc4708,,
I'm a test video,im-a-test-video,r184ph7Z-,134,,[  ],,,
"(duplicate) Type 1 Diabetes Mellitus",duplicate-type-1-diabetes-mellitus,Sy2hAHjZZ,3244,,[  ],57c6515c1a4f528e46bc4708,,
Congestive Heart Failure (CHF),congestive-heart-failure-chf,rkg8LXLoZZ,3666,,[  ],57c651631a4f528e46bc49b6,,
Clinical Applications of Anti-Dysrhythmia Drugs,clinical-applications-of-anti-dysrhythmia-drugs,r1LyJDjb-,1205,"This lecture takes a look at the most common medications utilized for arrythmia. The basic pharmacology and pathophysiology is addressed here, along with the most pertinant clinical applications.",[  ],57c651631a4f528e46bc49b6,,
Paroxysmal Supraventricular Tachycardia (PSVT),paroxysmal-supraventricular-tachycardia-psvt,H1VWSco-W,319,This video presents following topics:\r\nRe-entry\r\nTypes of Supraventricular Tachycardia.\r\nMnemonic to remember supraventricular tachycardia.\r\nCharacteristics of Supraventricular Tachycardia.\r\nAV Nodal Reentrant Tachycardia.\r\nEKG changes\r\nPseudo R waves,[  ],57c6515c1a4f528e46bc4708,,
Diabetes Mellitus and its Classifications,diabetes-mellitus-and-its-classifications,rkLoq5oWW,3025,Definition of Diabetes Mellitus. Molecular structure of Insulin Clinical importance of the C-Peptides.\r\n\r\nClassification of diabetes mellitus. Defects of Insulin secretion. Defects of Insulin actions.,[  ],57c6515c1a4f528e46bc4708,,
Clinical Features of Early Onset Type 1 Diabetes Mellitus,clinical-features-of-early-onset-type-1-diabetes-mellitus,rJc0Y1abW,5057,This video discusses the following: Classes of type 1 diabetes mellitus based on the signs and symptoms. Early onset type 1 diabetes mellitus. Diabetic ketoacidosis. Silent type 1 diabetes mellitus. Explanation of: Polyuria/Glycosuria Polydipsia Catabolic state/weight loss/polyphagia Lens blurring and visual problems. Reasons for the recurrent candidial infections.,[  ],57c6515c1a4f528e46bc4708,,
Embryology of the Brain,embryology-of-the-brain,HylDae1kMZ,2861,"This lecture presents the developmental stages of the brain.\r\nSome of the topics covered are:\r\nAmniotic cavity, epiblast, hypoblast, yolk sac.\r\nPrimitive Streak, Primitive Node\r\nNotochord\r\nNeurulation\r\nBilaminar germ disc\r\nTrileminar germ disc\r\nNeural plate\r\nNeural fold\r\nNeural clefts\r\nNeuropore\r\nSignificance and mechanism of the presence of alpha feto proteins in the amniotic fluid.\r\nMesoderm development.\r\nSomites\r\nProsencephalon\r\nMesencephalon\r\nRhombencephalon\r\nTelencephalon\r\nDiencephalon\r\nMetencephalon\r\nMyelencephalon",[  ],57c6515c1a4f528e46bc4708,,
Clinical Hepatic Diseases: Utilization of Liver Function Tests (LFT),clinical-hepatic-diseases-utilization-of-liver-function-tests-lft,r1g7CdBkzb,3222,Dr. Sameer Islam provides an overview of Liver Function Tests in clinical medicine.,[  ],590796c759ecd70004fc2d4d,,
"Syphilis: An introduction to etiology, diagnosis, and clinical management",syphilis-an-introduction-to-etiology-diagnosis-and-clinical-management,HkgjjSC4Gb,2649,"This lecture describes the etiology of syphilis, the various stages, and clinical manifestations of the disease.",[  ],57c651631a4f528e46bc49b6,,
Management of a patient presenting with diabetic ketoacidosis,management-of-a-patient-presenting-with-diabetic-ketoacidosis,S1eFN8RnfZ,4050,"This lecture presents the management approach for the patients presenting with diabetic Ketoacidosis.\r\nFollowing management methods and the principles behind the management are explained:\r\nVolume replenishment, Insulin administration. Potassium levels and how to manage potassium? Patient monitoring and approach to managing the bicarb deficiency.",[  ],57c6515c1a4f528e46bc4708,,
"Diabetic Ketoacidosis, Pathogenesis and Clinical Presentation (Part 1)",diabetic-ketoacidosis-pathogenesis-and-clinical-presentation-part-1,BygHnMCzb,5138,"Diabetic Ketoacidosis (DKA) is the second most common presentation of type 1 diabetes mellitus. (First most common being early onset diabetes Mellitus.)\r\nIn this first part of the lecture we discuss:\r\nWhy is DKA more common in patients with type 1 diabetes mellitus.\r\nClinical signs and symptoms of DKA. The role of Insulin, Glucagon, Epinephrine, and Hormone Sensitive Lipase.\r\nElectrolyte disturbance and the mechanism of acidosis in DKA.",[  ],57c6515c1a4f528e46bc4708,,
"Diabetic Ketoacidosis, Pathogenesis and Clinical Presentation (Part 2)",diabetic-ketoacidosis-pathogenesis-and-clinical-presentation-part-2,r1lvjw0Rfb,5208,Diabetic Ketoacidosis (DKA) is the second most common presentation of type 1 diabetes mellitus. (First most common being early onset diabetes mellitus.)\r\nIn this part of the lecture we will discuss:\r\nMechanism of the gastrointestinal (GIT) symptoms.\r\nBicarb levels in DKA.\r\nUnderstanding the difference between DKA and HHS.\r\nUnderstanding the lab results in DKA.,[  ],57c6515c1a4f528e46bc4708,,
Abnormal Uterine Bleeding,abnormal-uterine-bleeding,rJYZbvxQb,2975,Abnormal Uterine Bleeding can impair activity and function in women of many ages. This lecture by Dr. Ahmed Zaafran explores the causes of AUB and the effective clinical treatment regimens for patients with abnormal uterine bleeding.,[  ],57c651631a4f528e46bc49b6,,
Clinical Applications of Anti-Inflammatory/Anti-Histamine Drugs,clinical-applications-of-anti-inflammatoryanti-histamine-drugs,SkxRSfvlQb,2183,"In this lecture, Dr. Zaafran discusses the different anti-inflammatory pathways, how these drugs are used in clinical practice, different classifications, and identifiable adverse reactions. ",[  ],57c651631a4f528e46bc49b6,,
"Insulin Synthesis, Secretion, and Regulation",insulin-synthesis-secretion-and-regulation,rkghRXX_VZ,5698,"In this lecture, Dr. Syed presents Insulin structure, synthesis, release, and regulation. The critical importance of various regulatory mechanisms is discussed in detail. This session will set the stage to understand counter-regulatory hormones, pharmacology of diabetes, and body's handling of energy states in fed and starving state.",[  ],57c6515c1a4f528e46bc4708,,
"An Overview of common Ear, Nose, and Throat Conditions (do not publish)",an-overview-of-common-ear-nose-and-throat-conditions-do-not-publish,H13cVQu4Z,6171,"Dr. Zaafran explores the most common ENT conditions and introduces the pathology, history and physical examinations, and treatments necessary for primary care. He also incorporates the times advanced specialists need to be consulted. This lecture series is comprised of 3 parts and is meant to serve as a primer for subsequent lectures that delve deeper into each pathological condition.",[  ],57c651631a4f528e46bc49b6,,
Ischemic Colitis: Clinical Diagnosis and Management,ischemic-colitis-clinical-diagnosis-and-management,B1ndRiMHb,712,"Board review material on the symptoms, diagnosis, and treatment of Ischemic Colitis ",[  ],590796c759ecd70004fc2d4d,,
"An Overview of Common Ear, Nose, and Throat Conditions (Part 1)",an-overview-of-common-ear-nose-and-throat-conditions-part-1,r1g2FCjfBb,2334,"Dr. Zaafran explores the most common ENT conditions and introduces the pathology, history and physical examinations, and treatments necessary for primary care. He also incorporates the times advanced specialists need to be consulted. This lecture series is comprised of 3 parts and is meant to serve as a primer for subsequent lectures that delve deeper into each pathological condition.",[  ],57c651631a4f528e46bc49b6,,
"An Overview of Common Ear, Nose, and Throat Conditions (Part 2)",an-overview-of-common-ear-nose-and-throat-conditions-part-2,rygkpI3MSb,2487,"Dr. Zaafran continues to explore the most common ENT conditions and introduces the pathology, history and physical examinations, and treatments necessary for primary care. He also incorporates the times advanced specialists need to be consulted. This lecture series is comprised of 3 parts and is meant to serve as a primer for subsequent lectures that delve deeper into each pathological condition. This is the second part.",[  ],57c651631a4f528e46bc49b6,,
"An Overview of Common Ear, Nose, and Throat Conditions (Part 3)",an-overview-of-common-ear-nose-and-throat-conditions-part-3,BJlP6PhzSW,1394,"Dr. Zaafran continues to explore the most common ENT conditions and introduces the pathology, history and physical examinations, and treatments necessary for primary care. He also incorporates the times advanced specialists need to be consulted. This lecture series is comprised of 3 parts and is meant to serve as a primer for subsequent lectures that delve deeper into each pathological condition. This is the third and final part.",[  ],57c651631a4f528e46bc49b6,,
TEST: Free,test-free,rkwPEr0H-,134,,[  ],,,
"Screening, Diagnosis, and Treatment of Colon Cancer",screening-diagnosis-and-treatment-of-colon-cancer,S1gItkZ4IZ,1504,"Board review material on the symptoms, diagnosis, screening options, and treatment for colon cancer",[  ],590796c759ecd70004fc2d4d,,
Atrial Fibrillation,atrial-fibrillation,HygpsD2d8Z,3037,Atrial fibrillation is present in persons greater than 60 years of age. Usually slightly more common in men than women.\r\nHigh yield clinical points to diagnose and manage the atrial fibrillation are presented in this video.,[  ],57c6515c1a4f528e46bc4708,,
Management of Atrial Fibrillation,management-of-atrial-fibrillation,ryLE1k1w-,2042,"Atrial fibrillation is present in persons greater than 60 years of age. Usually slightly more common in men than women.\r\nClinical approach and considerations for anticoagulatns, antiplatelets, rate control, rhythm control, and surgical management is disucssed.",[  ],57c6515c1a4f528e46bc4708,,
Multifocal Atrial Tachycardia (MAT),multifocal-atrial-tachycardia-mat,B1YUvQ4DZ,3152,"Multifocal Atrial Tachycardia (MAT) is found in 60% of elderly patients with COPD. Every 3rd out of 1000 hospitalized elderly patient experiences MAT.\r\nWe present the pathology, clinical presentation, signs and symptoms, EKG interpretation, and management of MAT in this lecture.",[  ],57c6515c1a4f528e46bc4708,,
Focal Atrial Tachycardia (Paroxysmal Atrial Tachycardia),focal-atrial-tachycardia-paroxysmal-atrial-tachycardia,S1dE_nowW,2785,"This video presents focal atrial tachycardia (paroxysmal atrial tachycardia.) Dr. Mobeen discusses the properties, causes, pathophysiology, clinical presentation, EKG interpretation, and treatment.",[  ],57c6515c1a4f528e46bc4708,,
Test 1,test-1,HJ9yivy_b,36,,[  ],,,
Test 2,test-2,BynJsPkdZ,57,,[  ],,,
Test 3,test-3,HyfVeiPJOW,67,,[  ],,,
Diagnosis and Treatment of Osteoarthritis,diagnosis-and-treatment-of-osteoarthritis,Bk-iOZZ_Z,2968,"Arthritis can take many forms in clinical medicine, with Osteoarthritis being one of the most common forms. This lecture by Dr. Zaafran explores the causes of Osteoarthritis and how it is diagnosed versus other medical conditions.",[  ],57c651631a4f528e46bc49b6,,
Clinical Application of Cholinergic Drugs/Cholinergic System,clinical-application-of-cholinergic-drugscholinergic-system,BJiXTf-db,3092,Cholinergic type medications are a mainstay in clinical practice today. Dr. Zaafran goes over the \r\nBasic physiology\r\nPharmacology\r\nUsage of these medications in clinical practice.\r\n,[  ],57c651631a4f528e46bc49b6,,
